"","version","date","totalcs","versionm","lloc","classes","cs.by.klloc","cs.by.klloc.var","cs.by.classes","cs.by.classes.var"
"40","3.1.3",2015-02-01,2196,"3.1.3",53748,982,40.8573342263898,-0.00595370990548497,2.23625254582485,-0.0152749490835029
"41","3.1.4",2015-05-03,2188,"3.1.4",53956,991,40.5515605308029,-0.00748393651657879,2.20787083753784,-0.0126916382230604
"42","3.1.5",2015-06-14,2202,"3.1.5",54242,996,40.5958482356845,0.00109213318308708,2.21084337349398,0.00134633598378885
"43","3.1.6",2015-09-05,2207,"3.1.6",54372,999,40.5907452365188,-0.000125702488986131,2.20920920920921,-0.000739158777305971
"44","3.1.7",2015-12-19,2211,"3.1.7",54475,1002,40.5874254245067,-8.17874121994997e-05,2.20658682634731,-0.00118702332534741
"45","3.1.8",2016-02-18,2212,"3.1.8",54518,1006,40.5737554569133,-0.000336803023359308,2.19880715705765,-0.00352565745284069
"46","3.1.9",2016-04-16,2215,"3.1.9",54649,1008,40.5313912422917,-0.00104412850485533,2.19742063492063,-0.000630579235913733
"47","3.1.10",2016-10-02,2224,"3.1.10",54941,1012,40.4797874083107,-0.00127318190664866,2.19762845849802,9.45761471820016e-05
"48","3.2.0",2017-01-07,1743,"3.2.0",60611,1289,28.7571562917622,-0.289592210510023,1.3522110162917,-0.384695346903238
"49","3.2.1",2017-07-16,1745,"3.2.1",61174,1315,28.5251904403832,-0.00806636960294646,1.32699619771863,-0.0186471033509377
"50","3.2.2",2018-01-07,1749,"3.2.2",61575,1330,28.4043848964677,-0.00423504776130868,1.31503759398496,-0.00901178447551542
